ensembl_gene_id	mgi_symbol
ENSMUSG00000025492	Ifitm3
ENSMUSG00000025498	Irf7
ENSMUSG00000026822	Lcn2
ENSMUSG00000029605	Oas1b
ENSMUSG00000032484	Ngp
ENSMUSG00000032487	Ptgs2
ENSMUSG00000032496	Ltf
ENSMUSG00000033355	Rtp4
ENSMUSG00000033880	Lgals3bp
ENSMUSG00000034459	Ifit1
ENSMUSG00000046718	Bst2
ENSMUSG00000064215	Ifi27
ENSMUSG00000073489	Ifi204
ENSMUSG00000079017	Ifi27l2a
ENSMUSG00000104674	Gm42756
ENSMUSG00000110140	5430421F17Rik
ENSMUSG00000115529	9630013A20Rik
