gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000000948	574.8290928985884	-7.472578150311913e-4	0.008189345180002337	0.05479908857957934	0.9999567909085414
ENSMUSG00000000957	649.3522017374167	4.3835628839764234e-4	0.008191589350868557	0.19571631934980283	0.9999567909085414
ENSMUSG00000000958	19.64340138993813	-8.771406548419712e-5	0.008197942485536121	0.3998495827840211	0.9999567909085414
ENSMUSG00000000959	1832.8820991267278	1.1457655738992681e-4	0.008180708879105722	0.8320360960421603	0.9999567909085414
ENSMUSG00000000976	1141.095550481606	1.3960693822126619e-4	0.0081857986829909	0.7601708120119364	0.9999567909085414
ENSMUSG00000000983	8.35120164150947	-7.659148318013795e-5	0.008198421713067986	0.1619329335922541	0.9999567909085414
ENSMUSG00000001016	1670.0380275034952	-4.6360747475719656e-5	0.00818071830560107	0.9315934775901994	0.9999567909085414
ENSMUSG00000001017	5675.20882755703	1.645660624539164e-4	0.008179127806718993	0.7702328727055288	0.9999567909085414
ENSMUSG00000001018	2077.873946347093	-4.065892554934712e-4	0.008179344555163302	0.4680620536595205	0.9999567909085414
ENSMUSG00000001020	1.827730326294762	9.063116070880718e-6	0.008198543306099182	0.7750020840535584	0.9999567909085414
ENSMUSG00000001021	2.0030957567638428	3.9956889095455875e-6	0.008198529491322468	0.909361222432853	0.9999567909085414
ENSMUSG00000001023	2.8055783258811244	-3.7879127876733464e-6	0.00819852767374979	0.9150728985489649	0.9999567909085414
ENSMUSG00000001025	279.098837213527	2.0533069388786247e-4	0.008193748573955517	0.46649270673382076	0.9999567909085414
ENSMUSG00000001029	68.89673301151763	-1.819748529033206e-5	0.008196760255829903	0.916637078163727	0.9999567909085414
ENSMUSG00000001034	1037.4033465686948	-1.2771069963599464e-5	0.008186890359899102	0.9767116114675886	0.9999567909085414
ENSMUSG00000001036	6061.155701746906	-1.152993042499437e-4	0.008175410895452654	0.8511694428744778	0.9999567909085414
ENSMUSG00000001039	563.4365857919981	-2.5347997856770444e-4	0.00819323491630728	0.3925804548223451	0.9999567909085414
ENSMUSG00000001052	2744.6024507345705	-1.2443239770865302e-4	0.008182665382494417	0.8072389779983561	0.9999567909085414
ENSMUSG00000001053	461.10661865941915	3.0700145518802504e-6	0.00818908677250128	0.9937905613338972	0.9999567909085414
ENSMUSG00000001054	854.3823432953384	2.2951836244229445e-4	0.008184442232504432	0.6331396706575461	0.9999567909085414
ENSMUSG00000001056	468.20693121890645	9.135331975756594e-5	0.008191227002578804	0.792590585468395	0.9999567909085414
