gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000033880	963.5915747027642	1.8849587269151877	0.19858599000156907	1.1714146836145766e-22	2.0641498139972454e-18
ENSMUSG00000068323	676.9692590681937	1.1366632064835234	0.1732669059078384	7.844852040707832e-15	6.911706890465636e-11
ENSMUSG00000140435	337.6206980839006	1.7664237672442147	0.24956442677742494	1.654603481795854e-14	9.718589317574914e-11
ENSMUSG00000028125	439.7659818337089	1.0325320312776063	0.18013389478709807	5.5112507927914235e-12	2.427843755494442e-8
ENSMUSG00000034739	457.05373571011	0.974199432679789	0.1808663000189392	9.090758229717033e-11	3.203765015316877e-7
ENSMUSG00000115529	151.40897194881742	-1.970959234295413	0.37651618133023074	9.538707145535796e-10	2.801359310191438e-6
ENSMUSG00000022949	1848.7609188453387	0.7117963095095713	0.13542336708555827	3.768394187024527e-9	9.486124852794168e-6
ENSMUSG00000020681	1648.228043895218	0.8876810184652263	0.19748581296621787	2.2191368054596946e-8	4.88792620612566e-5
ENSMUSG00000040856	307.8453763424936	1.6969486029824536	0.4130939891745962	2.8792512177195235e-8	5.637253967492858e-5
ENSMUSG00000022512	314.3218488632947	0.8949554739049014	0.22132841130436287	1.1503690021329215e-7	2.027065218658421e-4
ENSMUSG00000056174	490.1108681273654	0.7615850302852079	0.18797173698501474	3.7481566483992863e-7	5.503855691786986e-4
ENSMUSG00000057969	344.177683108937	0.7664344088866439	0.1896525543364542	3.7266603690750293e-7	5.503855691786986e-4
ENSMUSG00000043991	5332.6503973119325	-0.5344232562274528	0.12652340309737098	5.692811862682124e-7	7.716387525563209e-4
ENSMUSG00000048108	595.3921898013168	0.713225420202983	0.17958734669301532	6.627906375632062e-7	8.342167017500898e-4
ENSMUSG00000006522	3773.337310974981	0.7204650636069502	0.18850618488837315	9.570625366449003e-7	0.0010540249348887367
ENSMUSG00000046718	218.1477978571698	1.2262749726487976	0.44657502577595837	9.437069731400336e-7	0.0010540249348887367
ENSMUSG00000000948	574.8290928985884	-0.677862814558215	0.17744093067540093	1.2268511276400214e-6	0.0012499849423789392
ENSMUSG00000092274	4438.649949837237	0.7726711544905467	0.2170223356698609	1.276870152818847e-6	0.0012499849423789392
