ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0004866,endopeptidase inhibitor activity,3/15,205/28171,1.6198584409775346e-4,0.00282983031884874,0.0014893843783414422,69550/17002/18054,3
GO:0030414,peptidase inhibitor activity,3/15,217/28171,1.9154957089945863e-4,0.00282983031884874,0.0014893843783414422,69550/17002/18054,3
GO:0061135,endopeptidase regulator activity,3/15,221/28171,2.021307370606243e-4,0.00282983031884874,0.0014893843783414422,69550/17002/18054,3
GO:0061134,peptidase regulator activity,3/15,276/28171,3.879001061496896e-4,0.004072951114571741,0.002143658481353548,69550/17002/18054,3
GO:0004869,cysteine-type endopeptidase inhibitor activity,2/15,78/28171,7.76307091383416e-4,0.006520979567620695,0.0034320945092740493,17002/18054,2
GO:0004857,enzyme inhibitor activity,3/15,392/28171,0.0010742883777870615,0.00752001864450943,0.003957904549741806,69550/17002/18054,3
GO:0005506,iron ion binding,2/15,170/28171,0.0036100012561736893,0.021660007537042135,0.01140000396686428,16819/17002,2
GO:0008191,metalloendopeptidase inhibitor activity,1/15,14/28171,0.007430438023847352,0.0390097996251986,0.02053147348694663,69550,1
GO:0005521,lamin binding,1/15,17/28171,0.00901595582149195,0.04207446050029577,0.022144452894892506,52668,1
GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",1/15,26/28171,0.013758337754063987,0.05453875457586892,0.028704607671509955,19225,1
GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",1/15,27/28171,0.014283959531775192,0.05453875457586892,0.028704607671509955,19225,1
GO:0070566,adenylyltransferase activity,1/15,32/28171,0.01690814884204095,0.05917852094714332,0.031146589972180692,23961,1
GO:0001530,lipopolysaccharide binding,1/15,37/28171,0.019525816579002542,0.06308340740908513,0.0332017933732027,17002,1
GO:0005044,scavenger receptor activity,1/15,43/28171,0.02265843057793193,0.0679752917337958,0.035776469333576734,19039,1
GO:0004601,peroxidase activity,1/15,60/28171,0.03148351600885091,0.0816112922234728,0.04295331169656462,19225,1
GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",1/15,62/28171,0.03251685737241239,0.0816112922234728,0.04295331169656462,19225,1
GO:0043539,protein serine/threonine kinase activator activity,1/15,63/28171,0.03303314209045327,0.0816112922234728,0.04295331169656462,17002,1
GO:0003725,double-stranded RNA binding,1/15,82/28171,0.04279382848181168,0.09459688401242583,0.049787833690750426,23961,1
GO:0038024,cargo receptor activity,1/15,82/28171,0.04279382848181168,0.09459688401242583,0.049787833690750426,19039,1
GO:0016209,antioxidant activity,1/15,88/28171,0.04585699460910009,0.09578803988763496,0.05041475783559735,19225,1
GO:0051213,dioxygenase activity,1/15,92/28171,0.04789401994381748,0.09578803988763496,0.05041475783559735,19225,1
GO:0030295,protein kinase activator activity,1/15,124/28171,0.06404470829890496,0.12226717038881857,0.0643511423099045,17002,1
GO:0019209,kinase activator activity,1/15,135/28171,0.069537192713063245,0.1269809606064633,0.06683208452971753,17002,1
GO:0016779,nucleotidyltransferase activity,1/15,143/28171,0.07351281564513645,0.1286474273789888,0.06770917230473095,23961,1
GO:0020037,heme binding,1/15,160/28171,0.08190843116659241,0.13315364049450368,0.07008086341815983,19225,1
GO:0046906,tetrapyrrole binding,1/15,169/28171,0.08632436896798579,0.13315364049450368,0.07008086341815983,19225,1
GO:0019887,protein kinase regulator activity,1/15,173/28171,0.08828063768633643,0.13315364049450368,0.07008086341815983,17002,1
GO:0008201,heparin binding,1/15,174/28171,0.08876909366300245,0.13315364049450368,0.07008086341815983,17002,1
GO:0002020,protease binding,1/15,192/28171,0.09751964349759079,0.1385585890835224,0.0729255732018539,16819,1
GO:0004252,serine-type endopeptidase activity,1/15,195/28171,0.09897042077394458,0.1385585890835224,0.0729255732018539,17002,1
GO:0019207,kinase regulator activity,1/15,208/28171,0.10523200543936295,0.139418531356444,0.07337817439812841,17002,1
GO:0008236,serine-type peptidase activity,1/15,212/28171,0.10715046100173842,0.139418531356444,0.07337817439812841,17002,1
GO:0017171,serine hydrolase activity,1/15,217/28171,0.10954313178006314,0.139418531356444,0.07337817439812841,17002,1
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",1/15,230/28171,0.11573609826177056,0.1417287434037018,0.07459407547563254,19225,1
GO:0005539,glycosaminoglycan binding,1/15,235/28171,0.11810728616975152,0.1417287434037018,0.07459407547563254,17002,1
GO:1901681,sulfur compound binding,1/15,293/28171,0.1451828372916999,0.16937997684031655,0.08914735623174555,17002,1
GO:0001664,G protein-coupled receptor binding,1/15,328/28171,0.1611440664007857,0.17860609144096012,0.09400320602155796,67775,1
GO:0031625,ubiquitin protein ligase binding,1/15,329/28171,0.161595987494202,0.17860609144096012,0.09400320602155796,15951,1
GO:0044389,ubiquitin-like protein ligase binding,1/15,348/28171,0.17013943287042033,0.18322708155276035,0.09643530608040018,15951,1
GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,1/15,382/28171,0.18522523843256222,0.19448650035419035,0.10236131597588964,52668,1
GO:0004175,endopeptidase activity,1/15,456/28171,0.21717867611614017,0.22247571699702165,0.11709248263001137,17002,1
GO:0003712,transcription coregulator activity,1/15,489/28171,0.23104769016985305,0.23104769016985305,0.12160404745781739,15951,1
